Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,Constituency,State,District,Year,House,Comment
Annadurai R,IND,1,Illiterate,51,377000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Annamalai K,BJP,26,Post Graduate,39,40726627,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Arunkanth V,IND,0,Graduate,38,2165000,800000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Boobala,IND,0,8th Pass,28,15500,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Dinesh K,IND,0,Graduate Professional,29,1055485,112000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Duraisamy A,IND,0,8th Pass,72,5074089,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Ganapathy Rajkumar P,DMK,1,Graduate,58,890397608,33284669,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Gopalakrishnan S,IND,0,Graduate Professional,43,3033000,810000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Kalamani Jaganatha,Naam Tamilar Katchi,0,Graduate,36,26163854,6010352,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Karthick T,IND,0,Post Graduate,33,2159535,818000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Krishnan V,IND,0,8th Pass,53,20155000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Kumar A,Ganasangam Party of India,0,Post Graduate,36,448600,666500,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Muthusamy P P,IND,0,Post Graduate,52,200000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Noormuhamad A,IND,0,Illiterate,64,14949057,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Palanisamyraaj M,IND,0,10th Pass,71,1942630,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Pasupathi S,IND,0,8th Pass,26,78472,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Premkumar P,IND,1,5th Pass,35,51074,136984,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Pushpanantham V,Tamizhaga Murpokku Makkal Katchi,0,Graduate Professional,55,534000,76500,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Raghul Gandhi K,Hindustan Janta Party,1,10th Pass,34,300140,62000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajamanickam N,IND,0,Graduate Professional,44,3107037,1400000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajkuma,IND,0,10th Pass,48,515000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajkumar G,IND,0,Graduate Professional,46,28932573,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajkumar G B,IND,0,Graduate,43,3723673,1600000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajkumar M,IND,0,5th Pass,55,329094,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Ramachandran M,IND,0,5th Pass,42,346000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Ramachandran R,IND,0,Post Graduate,61,15356756,3600000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Ravichandran M,IND,0,Graduate Professional,57,2527000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Richard Vincent A,Viro Ke Vir Indian Party,0,Graduate,57,7350000,2923000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Sangeetha R,Naadaalum Makkal Katchi,0,10th Pass,42,5594457,2000000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Sanjaykumar S,IND,0,Post Graduate,28,10334000,1559000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Shanmugam K,IND,0,5th Pass,59,30000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Singai G Ramachandra,AIADMK,0,Post Graduate,36,26274343,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Suresh M,IND,0,Graduate Professional,28,2259555,950000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Suriyakumar K,IND,0,Post Graduate,34,2387579,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Velmurugan K,BSP,0,Post Graduate,60,14946500,400000,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Zahir Hussa,IND,0,10th Pass,59,20470000,0,No,COIMBATORE,TAMIL NADU,,2024,Lok Sabha,No Comment
A. Balaj,IND,0,Others,42,4379622,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
G. Pichamuthu,IND,0,5th Pass,61,1256045,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
K. Mayakrishna,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,5th Pass,47,852000,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
M.K. Vishnuprasad,INC,1,Graduate Professional,51,251978580,51111885,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
 P. Sivakozhundu,DMDK,1,5th Pass,58,8408000,2000000,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
R. Anandh,IND,0,Graduate Professional,47,117076036,1192000,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
R. Prakash,IND,0,Post Graduate,39,1564520,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
R. Rajaseka,IND,0,Graduate Professional,35,205965,8500,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
R. Srinivasa,IND,0,5th Pass,51,5500,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
S. Arivudainamb,Anti Corruption Dynamic Party,0,Graduate Professional,54,7337000,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
S. Chakkaravarthy,IND,0,10th Pass,46,3917082,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
S. Rajamoha,IND,0,Post Graduate,70,8242000,100000,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
S. Ramalingam,IND,0,10th Pass,45,150724,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Su.Va. Dhatshanamoorthy,IND,0,10th Pass,47,50000,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Thanga Muruga,Desiya Makkal Sakthi Katchi,0,10th Pass,46,35000,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Thankar Bacha,Pattali Makkal Katchi,0,Others,62,196384696,5702202,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
V. Dakshanaamurthy,IND,0,10th Pass,46,295000,900000,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
V. Manivasaga,Naam Tamilar Katchi,0,Post Graduate,61,16909950,120000,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
V.Thanigaiselva,BSP,0,Graduate Professional,44,1270000,0,No,CUDDALORE,TAMIL NADU,,2024,Lok Sabha,No Comment
Abinaya,Naam Tamilar Katchi,0,Graduate Professional,28,510286,262000,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Agni Aalva,IND,0,10th Pass,43,698100,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Alagarasan. R.,IND,0,Post Graduate,41,17593390,63000,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Arumugam. M.,IND,0,5th Pass,54,3814307,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Ashokan. M.,IND,0,8th Pass,51,1716100,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Asokan. G.,IND,0,Graduate Professional,61,10211687,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Asokan. R. Dr.,AIADMK,0,Post Graduate,34,54842913,15877119,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Ayyakannu,IND,0,Literate,60,1191000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Elayarani. P.,Ganasangam Party of India,0,Graduate,28,69500,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Hari. R.,BSP,0,5th Pass,46,176000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Jaganathan. A.,IND,0,Graduate,69,6617000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Mani. A.,DMK,1,Graduate Professional,55,86564403,21287262,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Mani. C.,IND,0,Graduate Professional,29,1783500,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Mani. R.,IND,0,10th Pass,50,1051000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Mani. S.,IND,0,Not Given,45,1051000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Manivasagam. C.,IND,0,12th Pass,59,2654000,85000,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Padmarajan. K. Dr.,IND,0,Post Graduate,64,1511000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Palani. K.,IND,0,8th Pass,63,1361500,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Parthasarath,Tamilar Makkal Katchi,0,Others,39,26744543,6915000,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Sowmiya,IND,0,Graduate,26,1150000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Sowmiya Anbuma,Pattali Makkal Katchi,0,Doctorate,53,614298935,91540738,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Sundharamoorthy. M.,IND,0,10th Pass,44,8677668,2300000,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Thangavel. K.,Dhesiya Makkal Kazhagam,0,Illiterate,39,65000,0,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Thirumurugan. P.,IND,0,Post Graduate,46,1537000,80000,No,DHARMAPURI,TAMIL NADU,,2024,Lok Sabha,No Comment
Anburose D,IND,0,5th Pass,52,59235500,30090000,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Anguchamy M,IND,0,8th Pass,59,3979703,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Arumugam R,IND,0,10th Pass,49,3445000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Dineshkumar S,All India Youth Development Party,0,12th Pass,28,507000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Kailai Rajan D,Naam Tamilar Katchi,0,Post Graduate,71,31545500,650000,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Mohamed Mubarak M A,AIADMK,1,Post Graduate,44,2332775,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Murugesan (A) Vishnu Murugesan C,IND,5,12th Pass,46,365000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Natchimuthu S,BSP,0,Illiterate,48,1705000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Palanisamy K,IND,0,Literate,74,2000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajkumar R,IND,0,5th Pass,36,84105,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Sabarinath S,IND,1,Graduate,29,197000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Sachithanantham R,CPI(M),9,Graduate,53,2597479,785694,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Sathish Kanna G T,IND,0,12th Pass,29,185000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Suresh K,IND,0,12th Pass,41,2000,0,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
Thilgabama M,Pattali Makkal Katchi,3,Graduate,54,94118896,47942103,No,DINDIGUL,TAMIL NADU,,2024,Lok Sabha,No Comment
A T Munusamy,Samaniya Makkal Nala Katchi,0,5th Pass,63,8473646,2000000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Arumuga Ac Kanna,IND,0,5th Pass,60,2542000,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Ashok Kuma,AIADMK,1,Post Graduate,53,6624687500,1200000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
B Dharmaraj,Anti Corruption Dynamic Party,0,8th Pass,53,582267,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Dhanalakshmi V,Naadaalum Makkal Katchi,0,5th Pass,34,1500000,50000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
G Mylsamy,IND,0,10th Pass,46,5975000,30000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
J Gopalakrishna,IND,0,Post Graduate,32,274357,455000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
K E Prakash,DMK,0,Graduate,47,100423889,3953159,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
K K Vaduganatha,IND,0,5th Pass,58,2392185,90000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
K Maatha,Ganasangam Party of India,0,Literate,61,58500,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
K Senthil Kuma,IND,0,Illiterate,53,590085,31000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Karmegan M,Naam Tamilar Katchi,0,Post Graduate,66,224022705,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Keerthana M,IND,0,Post Graduate,31,2060346,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
M Prabakara,IND,1,Post Graduate,37,11890000,2700000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
M Sabarinatha,IND,5,Literate,40,230000,106000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
M Shanmugam,IND,0,5th Pass,50,499608,380358,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Mylvakanan D,IND,3,12th Pass,40,4208690,1748000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
N Ashok Kuma,IND,0,5th Pass,39,465000,40000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Narendranath,IND,0,Others,46,1213560,100000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
P Eswara,BSP,0,12th Pass,41,1055451,550000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
P Kuppusamy,Ulzaipali Makkal Katchy,0,12th Pass,64,355000,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
P Rajendra,IND,0,5th Pass,63,20000,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
P Vijayakuma,Tamil Maanila Congress (Moopanar),0,Others,55,246589608,13376635,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Prasath Chitrarasu,IND,0,Graduate Professional,31,5774687,920000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
R Dhandapa,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,8th Pass,47,545000,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
R Kuma,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Illiterate,40,185000,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
R Kumaresa,IND,0,10th Pass,46,5860000,600000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
R.Minnalmurugesh,IND,0,5th Pass,55,2090379,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Ravichandran L,IND,0,5th Pass,54,2030808,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
S Ananth,IND,0,Post Graduate,40,1003500,177000,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
T V R Amirthalingam,IND,0,8th Pass,52,116093,0,No,ERODE,TAMIL NADU,,2024,Lok Sabha,No Comment
Arul Iniyan A,IND,0,Post Graduate,36,1300950,66600,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Balakrishnan P,IND,0,Post Graduate,38,2600000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Devadass Ramasamy,Pattali Makkal Katchi,1,Graduate Professional,71,60828616,2124313,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Govindaraj S R,IND,0,5th Pass,72,628000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
 Jagadesan A,Naam Tamilar Katchi,1,Graduate,51,5176118,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Jayabal Pm,IND,0,10th Pass,56,791000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Jeevanraj N,BSP,0,10th Pass,30,418000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Kamalakannan M,IND,0,Post Graduate,70,3499000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Kumaraguru N,IND,0,8th Pass,40,98200,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Kumaraguru R,AIADMK,6,10th Pass,62,38588464,3037754,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Malaiyarasan D,DMK,4,Post Graduate,48,8716980,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Mayilamparai Mari A,IND,0,Illiterate,47,1800000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Murugesan M,IND,0,12th Pass,52,2192390,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Nattanmai Gunasekarana A.S,Anna Makkal Katchi,0,8th Pass,59,5660000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Palaniyammal S,Desiya Makkal Sakthi Katchi,0,8th Pass,48,525000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Prabu C,IND,0,Post Graduate,41,575007,190000,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajamanickam C,IND,0,Post Graduate,63,8672887,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajasekar K,IND,0,Post Graduate,31,1042032,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Sigamani A,IND,0,10th Pass,68,3271000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Subramanian R K,IND,0,10th Pass,72,20248100,60000,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Venkatraman J,Naadaalum Makkal Katchi,0,Post Graduate,38,1959000,0,No,KALLAKURICHI,TAMIL NADU,,2024,Lok Sabha,No Comment
Elangovan. M,IND,0,10th Pass,41,351000,0,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Ilayaraja. S,BSP,0,Post Graduate,36,1175000,300000,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Jothi. V,Pattali Makkal Katchi,0,Graduate Professional,49,3935000,0,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Naresh Bharathi. S,IND,0,Graduate Professional,34,1518000,1060000,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Rajasekar. E,AIADMK,0,10th Pass,62,659529096,296770558,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Ramesh. S,IND,0,10th Pass,45,807000,0,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Santhosh Kumar. V,Naam Tamilar Katchi,1,Graduate Professional,41,5971200,5859163,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Selvam. G,DMK,0,Post Graduate,49,23615126,3112213,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Selvam. T,IND,0,5th Pass,57,645000,107000,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Surya. A,IND,0,10th Pass,29,1503000,0,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Venkatesan. K,IND,0,8th Pass,35,2530000,30000,No,KANCHEEPURAM (SC),TAMIL NADU,,2024,Lok Sabha,No Comment
Antony Michael J,IND,0,Graduate,61,28089000,1200000,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Ayyappan V,IND,7,Graduate Professional,37,7446969,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Balasubramanian T,IND,14,Post Graduate,58,2635000,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Berrila L,IND,0,Graduate,36,2000000,1900000,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Dennison V,IND,0,Graduate,71,11617700,3006000,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Dr Tom Manohar C M,Punnagai Desam Party,0,Doctorate,56,250000,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Esakkimuthu N,IND,0,12th Pass,43,1095769,310000,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Geeta M,Thakkam Katchi,0,Graduate,38,4837200,2956105,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Krishnan P,IND,0,Post Graduate,68,2458775,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Maria Jennifer Clara Michael,Naam Tamilar Katchi,0,Post Graduate,42,66094282,28165390,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Nagoor Meeran Peer Mohamed,IND,0,5th Pass,64,50000,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
P Radhakrishna,BJP,1,Graduate Professional,72,76343933,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Pasilian Nazerath,AIADMK,0,8th Pass,68,92183030,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Rajan Singh,Bahujan Dravida Party,0,12th Pass,60,6325000,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Rameshkumar J L,IND,2,10th Pass,34,703000,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Santhakumar N,IND,0,Graduate,45,17904955,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Saravanan N,Samaniya Makkal Nala Katchi,0,Others,36,28200,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Sathish Babu P,IND,1,Others,46,548242,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Venkadesh S C,IND,0,Post Graduate,43,921673,50000,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Vijayakumar Alias Vijay Vasanth,INC,8,Post Graduate,40,642730752,30616359,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Vijayan G,BSP,0,Others,68,6386810,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Vino Jeba Seelan T,IND,0,Others,48,2030800,0,No,KANNIYAKUMARI,TAMIL NADU,,2024,Lok Sabha,No Comment
Abilazan. N,IND,0,Post Graduate,35,236500,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Anbazhagan. T,IND,0,Graduate Professional,34,2284634,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Babu. G,IND,0,Graduate Professional,38,1760500,884215,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Banumathy. S,IND,0,Graduate Professional,43,1204500,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Baskaran. N,IND,0,Graduate Professional,31,573168,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Daniya. P,IND,0,Graduate Professional,44,1122500,970000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Dhuraiyarasan. P,IND,0,Post Graduate,46,88172,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Jafar Ali. A,IND,0,Illiterate,54,36000,550000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Jothimani. A.K,IND,0,Others,61,225500,700000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Jothimani. S,IND,0,10th Pass,37,5133450,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Jothimani. S,INC,1,Post Graduate,48,15352373,1454722,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Jothivel. A,IND,0,12th Pass,51,1121300,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Kalairaj. K,IND,0,Graduate Professional,33,300500,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Kannan. T,IND,0,Graduate Professional,35,446590,200000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Karthikperumal. R,IND,0,Graduate Professional,31,1726500,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Karunamoorthy. S,IND,0,Graduate Professional,34,205500,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Karuppaiya. R,Naam Tamilar Katchi,0,Post Graduate,58,48756427,4769112,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Kathiravan. P,IND,0,Graduate Professional,30,905000,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Kosamalar. P,IND,0,Graduate Professional,29,703592,336000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Mahamuni. A,IND,0,Graduate Professional,41,416590,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Maheswaran. A,IND,0,Graduate Professional,38,537500,38000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Manikandan. K,IND,0,Graduate Professional,40,2615000,107000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Mohamed Nazeem. S,IND,0,5th Pass,46,3774000,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Murali. M,IND,0,Graduate,37,565500,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Murugesan. K,Ganasangam Party of India,0,12th Pass,53,382000,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Murugesan. P,IND,0,5th Pass,60,4433264,2200000,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
Nagesvaran. P,IND,0,Post Graduate,57,1525000,0,No,KARUR,TAMIL NADU,,2024,Lok Sabha,No Comment
